"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITC3","Liguria","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",41.8,,
"ITC3","Liguria","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",42.1,,
"ITG1","Sicilia","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",75.1,,
"ITG1","Sicilia","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",73.7,,
"ITFG","Mezzogiorno","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",16.5,,
"ITFG","Mezzogiorno","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",17.5,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",3.8,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.4,,
"ITE3","Marche","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",33,,
"ITE3","Marche","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",34,,
"ITG1","Sicilia","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",136,,
"ITG1","Sicilia","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",118,,
"ITE3","Marche","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",51.6,,
"ITE3","Marche","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",51.4,,
"ITE2","Umbria","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",40,,
"ITE2","Umbria","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",34,,
"ITE4","Lazio","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",345,,
"ITE4","Lazio","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",379,,
"ITF6","Calabria","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",37,,
"ITF6","Calabria","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",42,,
"ITE","Centro (I)","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"ITE","Centro (I)","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"ITF2","Molise","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",16.7,,
"ITF2","Molise","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",15.2,,
"8","10,001 - 50,000 inhab.","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",328,,
"8","10,001 - 50,000 inhab.","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",347,,
"ITCD","Nord","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",66.3,,
"ITCD","Nord","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",66.3,,
"ITG","Isole","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",54.6,,
"ITG","Isole","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",55.2,,
"ITCD","Nord","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",542,,
"ITCD","Nord","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",569,,
"ITF6","Calabria","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",55.6,,
"ITF6","Calabria","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",53,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",53.6,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",53.9,,
"6","until 2,000 inhab.","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",128,,
"6","until 2,000 inhab.","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",132,,
"ITF","Sud","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",648,,
"ITF","Sud","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",678,,
"ITF6","Calabria","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70.2,,
"ITF6","Calabria","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",72.1,,
"ITE3","Marche","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",34,,
"ITE3","Marche","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",37,,
"ITD3","Veneto","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",33.1,,
"ITD3","Veneto","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36.9,,
"ITG1","Sicilia","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",790,,
"ITG1","Sicilia","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",791,,
"ITC4","Lombardia","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",71,,
"ITC4","Lombardia","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",71.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",31.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",30.7,,
"ITC4","Lombardia","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",34.1,,
"ITC4","Lombardia","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",33.7,,
"ITG2","Sardegna","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",3.7,,
"ITG2","Sardegna","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",3.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",46,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",43,,
"ITCD","Nord","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",3865,,
"ITCD","Nord","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",3893,,
"8","10,001 - 50,000 inhab.","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",31.4,,
"8","10,001 - 50,000 inhab.","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",30.7,,
"ITG","Isole","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",518,,
"ITG","Isole","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",489,,
"ITE","Centro (I)","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.5,,
"ITE","Centro (I)","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.7,,
"ITC1","Piemonte","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.1,,
"ITC1","Piemonte","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.3,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",49,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",55,,
"ITE2","Umbria","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.9,,
"ITE2","Umbria","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",13.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",43.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",50.2,,
"ITF5","Basilicata","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",78,,
"ITF5","Basilicata","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",78,,
"ITC3","Liguria","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",19,,
"ITC3","Liguria","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",25,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",23,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",27,,
"ITF5","Basilicata","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",32,,
"ITF5","Basilicata","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",30.2,,
"ITF3","Campania","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",10.2,,
"ITF3","Campania","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",9.7,,
"ITFG","Mezzogiorno","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",957,,
"ITFG","Mezzogiorno","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",1009,,
"ITE4","Lazio","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",21.2,,
"ITE4","Lazio","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",23.2,,
"ITF2","Molise","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",26,,
"ITF2","Molise","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",24,,
"ITCD","Nord","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",34.9,,
"ITCD","Nord","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",35.1,,
"7","2,001 - 10,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5.5,,
"7","2,001 - 10,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.8,,
"ITF5","Basilicata","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",52.5,,
"ITF5","Basilicata","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",58.9,,
"ITF5","Basilicata","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",8,,
"ITF5","Basilicata","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",7,,
"ITC","Nord-ovest","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",35.6,,
"ITC","Nord-ovest","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",36,,
"ITF","Sud","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.6,,
"ITF","Sud","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.6,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",797,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",774,,
"ITF2","Molise","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",32.7,,
"ITF2","Molise","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",32.6,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",47,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",52,,
"ITE3","Marche","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",73.2,,
"ITE3","Marche","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",70.7,,
"ITD3","Veneto","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",314,,
"ITD3","Veneto","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",321,,
"ITC4","Lombardia","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",170,,
"ITC4","Lombardia","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",153,,
"6","until 2,000 inhab.","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.2,,
"6","until 2,000 inhab.","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"ITC4","Lombardia","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",54.3,,
"ITC4","Lombardia","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",53.7,,
"ITD","Nord-est","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",1711,,
"ITD","Nord-est","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1699,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.1,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.2,,
"ITG","Isole","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",115,,
"ITG","Isole","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",114,,
"ITF6","Calabria","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",53,,
"ITF6","Calabria","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",54,,
"ITG1","Sicilia","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",56.6,,
"ITG1","Sicilia","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",57.4,,
"ITC3","Liguria","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",52,,
"ITC3","Liguria","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",54,,
"ITF5","Basilicata","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",30,,
"ITF5","Basilicata","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",34,,
"8","10,001 - 50,000 inhab.","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",1418,,
"8","10,001 - 50,000 inhab.","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",1360,,
"ITC4","Lombardia","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",967,,
"ITC4","Lombardia","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",952,,
"ITG","Isole","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",27.9,,
"ITG","Isole","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",26.6,,
"ITCD","Nord","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",49.1,,
"ITCD","Nord","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",49.8,,
"ITC3","Liguria","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70,,
"ITC3","Liguria","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",68.5,,
"ITF","Sud","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",7.5,,
"ITF","Sud","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",7.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",10,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",10,,
"ITE1","Toscana","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",95,,
"ITE1","Toscana","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",88,,
"ITCD","Nord","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",2407,,
"ITCD","Nord","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",2417,,
"ITF5","Basilicata","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",75.3,,
"ITF5","Basilicata","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",80.8,,
"6","until 2,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.1,,
"6","until 2,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5,,
"9","50,001 inhab. and over","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",925,,
"9","50,001 inhab. and over","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",923,,
"ITF1","Abruzzo","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.9,,
"ITF1","Abruzzo","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.1,,
"ITE1","Toscana","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",64.7,,
"ITE1","Toscana","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",65.1,,
"ITD","Nord-est","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.3,,
"ITD","Nord-est","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.6,,
"ITC","Nord-ovest","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",1394,,
"ITC","Nord-ovest","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",1398,,
"ITF","Sud","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",217,,
"ITF","Sud","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",224,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",38,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36,,
"ITF5","Basilicata","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",51,,
"ITF5","Basilicata","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",48,,
"ITG2","Sardegna","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",73.8,,
"ITG2","Sardegna","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",75.7,,
"6","until 2,000 inhab.","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",122,,
"6","until 2,000 inhab.","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",97,,
"7","2,001 - 10,000 inhab.","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",2058,,
"7","2,001 - 10,000 inhab.","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",2053,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",374,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",380,,
"ITF3","Campania","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",922,,
"ITF3","Campania","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",916,,
"ITE","Centro (I)","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",1688,,
"ITE","Centro (I)","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",1677,,
"ITD3","Veneto","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",13.7,,
"ITD3","Veneto","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",13.8,,
"ITF4","Puglia","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",91,,
"ITF4","Puglia","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",93,,
"ITF4","Puglia","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",56.5,,
"ITF4","Puglia","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",56.5,,
"ITF6","Calabria","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",231,,
"ITF6","Calabria","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",225,,
"ITDA","Trentino Alto Adige / Südtirol","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",33.1,,
"ITDA","Trentino Alto Adige / Südtirol","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",33.4,,
"ITF1","Abruzzo","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",196,,
"ITF1","Abruzzo","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",191,,
"ITC1","Piemonte","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",71.8,,
"ITC1","Piemonte","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",73.8,,
"ITG2","Sardegna","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",35,,
"ITG2","Sardegna","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",35.3,,
"7","2,001 - 10,000 inhab.","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.4,,
"7","2,001 - 10,000 inhab.","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.4,,
"ITF3","Campania","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.7,,
"ITF3","Campania","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.7,,
"ITC3","Liguria","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",125,,
"ITC3","Liguria","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",129,,
"ITG2","Sardegna","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",253,,
"ITG2","Sardegna","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",259,,
"ITC1","Piemonte","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",723,,
"ITC1","Piemonte","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",723,,
"ITF1","Abruzzo","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.4,,
"ITF1","Abruzzo","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.4,,
"ITC1","Piemonte","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",36.2,,
"ITC1","Piemonte","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",36.5,,
"ITC","Nord-ovest","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",1014,,
"ITC","Nord-ovest","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",1007,,
"ITF4","Puglia","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",72.1,,
"ITF4","Puglia","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",73.1,,
"ITE1","Toscana","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"ITE1","Toscana","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"IT","Italy","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",8790,,
"IT","Italy","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",8767,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",46.7,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",51.9,,
"3","metropolitan area - suburbs","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",373,,
"3","metropolitan area - suburbs","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",411,,
"ITE3","Marche","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5.3,,
"ITE3","Marche","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.9,,
"8","10,001 - 50,000 inhab.","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.9,,
"8","10,001 - 50,000 inhab.","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",5.4,,
"2","metropolitan area - centre","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",770,,
"2","metropolitan area - centre","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",902,,
"3","metropolitan area - suburbs","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",16,,
"3","metropolitan area - suburbs","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",16.6,,
"ITD","Nord-est","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",71.4,,
"ITD","Nord-est","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",73.4,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",100,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",99,,
"ITD","Nord-est","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",621,,
"ITD","Nord-est","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",632,,
"ITG2","Sardegna","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",27,,
"ITG2","Sardegna","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",29,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70.5,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",70.8,,
